Text,is_humor
Mi mamá encontró a la Pascualita en el #HotelVictoria 🙌🏻,0
#ADNFutbol ⚽| #GELP  ¡Comenzó el Segundo Tiempo! Ya juegan @ColonOficial @gimnasiaoficial,0
"Los niños de ahora ya no se rompen la madre en la salida de la secu. Van a sus casas, abren Facebook y se mandan indirectas los puñetas.",0
quiero un redbull,0
No sé cómo ni porqué...me ha venido a la cabeza lo de 1 franco 14 pesetas,0
"—Buenos días Doctor.
—Hola CR7, me dijeron que estás deprimido, siéntate.
—¡Ay Doctor! Es que todavía no me puedo sentar.",1
"«Después de 5 años, la sonda Juno llega a Júpiter» Se tardó menos que tú respondiéndome un puto mensaje.",1
Si no me acuerdo... no pasó... *merienda dos veces*,1
Quien haya diseñado la 11th scene del Hotline Miami 2 en difícil es para darle de hostias muy mucho,0
"OLA KE ASE, TERMINANDO EL AÑO SOLTERO O KE ASE.",0
Yo ya me voy al  #CombateMx,0
"—Quiero despertar contigo todos los días.😍
—Me despierto a las 6:00 am.
—Mejor no.✊",1
Estoy que lloro con ese audio,0
"Acabo de tomar una gran decisión, definitivamente.",0
"-Má, pá, tengo algo importante que decirles.
-Ya lo sabía, hijo.
-¿Que era gay?
-¡¿Cómo que gay?!
-Sí
-Qué alivio, creíamos que eras vegano.",1
"«Me retiro de la cárcel, no se me da, ya lo intenté cuatro veces y no me meten a la cárcel, no es para mí»

—Lionel Messi.",1
"""Tu contraseña es demasiado corta. Es demasiado larga. Debe contener letras y números"". BUENO INVENTA UNA VOS LA PUTA MADRE",1
"Y pues si, me dejó la buseta por quedarme tomando café 😑 la mala costumbre 😑",0
"No se que me esta pasando,Una especie de Bloqueo? E querido dibujar pero termino el boceto y tiro el dibujo...No se que me pasa...",0
"- ¿Si supieras que voy a morir mañana que me dirías hoy?
- ¿Me prestas 1000€ y mañana te los devuelvo?",1
"- ¡Oye! ¿Cuál es tu música favorita? - El Jazz... - Awwww, ¿enserio escuchas Jazz? - Sí, el Jazztin Bieber.",1
Inventor: Un chico que sobrevivió a la educación...,1
PRENDANME LA TELE MANGA DE FORROS,0
odio que me duela la garganta uuugh,0
Me gusta con cojones pero me hace mal,0
paramedic!,0
"La prueba de ""fuerza de voluntad"" la pasas cuando vas al súper y no agarras nada del pasillo del infierno antes de pagar.",0
"Yo vivo a base de Vitamina C: Computadora, Celular, Cama.",1
"Amigos en Quito que todo lo saben ¿Dónde venden tapices para muebles en diseños originales, chic, hipster, a la mode, vintage?",0
"Los buenos amigos son los que aman las mismas cosas que tú, pero solo los mejores amigos odian las mismas cosas que tú, está comprobado.",0
Parad ya de subir fotos con vuestros primos pequeños a Facebook para ligar. DECID NO A LA EXPLOTACIÓN INFANTIL,1
Feliz cumple a @ellink_N! Brindamos a la distancia! 😊,0
"Poner todo en un bolillo

COSAS DE NACOS",0
"Pa, ta salado.",0
Ese momento incómodo cuando estás intentando no mirar a alguien que te está mirando a ti.,0
¿Qué enfermedad tienen esos que te bloquean y desbloquean a cada rato?,0
#TiposDeTuiteros el tuitero que le pone indirectas a una persona que ni tiene cuenta en Twitter.,0
Estuvo muy buena la rutina de pierna  el día de hoy 😓👏🏻💪🏻,0
"Un hombre tan viejo, tan viejo que en lugar de tener espermatozoides tenia espermatosaurios.",1
"A veces la vida te deja un billete de $1000 en tu buró, y tardas en caer en la cuenta de que es porque ya te jodió!",1
"No suban fotos de cuando eran niños si se parecen al niño del movimiento naranja, respeten.",0
¿Pur qué no se retira ya del partido el Atleti? Que nos quitan tiempo para celebrar la Copa.,0
@chispo1231@odet_fret @Dadai04 @BemVon @naturalexa @ferninmercado @neshapr @melvinPIP2012 @belenguis HOLA!! A toditos mis amores!,0
No me habla nadie 😔,0
"Tengo todo lo que una mujer busca en un hombre.

PARA SER SU MEJOR AMIGO.",1
"Literal q no me hablo con nadie, q triste todo",0
"Decir “perdón” es fácil. Lo difícil es diferenciar a chinos de coreanos, coreanos de japoneses, japoneses de chinos... Y así",1
"—Mami se me cayó un diente, ¿vendrá el ratón de los dientes?
—No.
—¿Por?
—Porque se te caen los dientes por drogadicto y tienes 35 años.",1
"Cariño mi mama se a tirar por la ventana. -Corre, toma las llaves y aparta el carro #XD #JAJAJA #RT",1
"Los políticos y el chinchón... mientras uno roba, los otros esperan.",1
— Le tengo una buena y una mala noticia  — ¿Cuál es la buena?  — La cirugía fue todo un éxito  — Pero ahora tengo tetas  — Esa es la mala,1
"- Amor, tomamos el bus o taxi?  - Yo lo que quiero es tomar tu mano y caminar hacia la felicidad.  - No traes dinero verdad?  - No :(",1
"Lo malo de dormir mucho son las pesadillas 🤦🏼‍♀️we , creo q a mi sola me pasa pero bue",0
"Estoy en el aeropuerto y al lado mio la estan re cagando a pedo a una chica, pobre de ella jaja yo tambien estuve ahi",0
"A este pequeño momento de mi vida... lo llamo, felicidad. Gracias💞",0
me siento tan señora que trabaja comprando todo por internet,0
"En lugar de sufrir por lo que no tienes, despréndete de lo que te sobra.",0
"¿Sabés chistes sobre Batalla Naval?
Ce 4",1
"Hay dos motivos por los que no confiamos en alguien: 
1- No lo conocemos.  
2- Lo conocemos.",1
" Hija,¿Qué quieres de cumpleaños?  Un dinosaurio.-Pero eso es imposible  Quisiera ser guapa.  ¿Qué Dinosaurio te gusta más?",1
"- Amor, este vestido hace que me vea gorda? - Amor, esta corbata hace que me vea calvo? - Pero si estas calvo. - EXACTO!!!!",1
La gente se enojara si la puteo sin conocerla? Jajajajja,0
"#TIPICO:qué el profe te hαce unα pregunta y todos te volteαn α ver
( -.-)( -.-)( -.-)( -.-)( -.-) (O_O) (-.- ) (-.- )(-.- ) (-.- ) (-.- )",0
"El amor es la respuesta. Pero mientras esperas esas respuestas, el sexo puede inspirarte las preguntas",0
"Ama a quien te quiera por tu software, no por tu hardware. #fb",0
Mujeres ebrias: ¡Me acostaré con el primer pendejo que me encuentre! Hombres ebrios: ¡Le llamaré para decirle que la amo!,1
Que manera de pintar por contrataciones Jajja ando bien jajjajq,0
Son novios? -Sí -Y PQ no se publican cosas lindas en facebook? -PQ las relaciones son de a 2 y no es necesario que lo sepa todo el mundo.,0
Amo a mis seguidoras 😍 son Preciosas.,0
"Siempre te pienso, Amor mío, si te llegara una notificación cuando lo hago, tu cabeza sonaría como campana a cada rato.",0
#BuenMartes y no al cierre de las escuelas del Delta.,0
No te preocupes si ves a tu ex con alguien nuevo. Tus padres te enseñaron a dar tus juguetes viejos a los menos afortunados.,0
"—Oye guapo, qué ojos tan lindos tienes. 😏 
—Gracias, deberías verlos cuando veo a mi novia, hasta me brillan. 😍 TODOS LOS HOMBRES SIEMPRE",1
Alguna vez le pasó eso de ordenar el cuarto y encontrar una cama debajo de la ropa? Jajajaja es increíble!,1
Amo amo amo los días así 💙💙💙,0
"En el colegio 5 minutos duran dos horas, en la computadora 2 horas duran cinco minutos.",0
Siento q hace una semana se fue y recién van tRES DÍAS SI T R E S   DIAS.,0
Típico —Tomarte una foto. —Amar la foto. —Buscarle defectos. —Odiar la foto. —Borrar la foto.,1
Un elefante jodiendo le pregunta a un camello: -¿Por que tienes los pechos en la espalda? -Y tú por qué tienes el pito en la cara.,1
¿Trabajas de decepcionar a la gente o ya sos así de pelotudo?,1
Matemática socialista: Un venezolano se compra una 4x4 y se la roban en un 2x3! #fb,1
"-¿911, cuál es su emergencia? -¡TWITTER ESTÁ FALLANDO! -¡Dios mio, mantenga la calma vamos en camino, Y POR NINGÚN MOTIVO ENTRE A FACEBOOK.",1
"Ay yo me cagué de la risa. 
Bravo bravo",0
#MejorDeberíasDe invitar los tacos,0
"Están dos platicando: -Tengo la polla como un joystick -¿Con la punta roja? -No, con las manos marcadas...",1
"Yo solo consumo cosas que son sanas para mi cuerpo, como el alcohol, el alcohol desinfecta todas las mamadas que tenemos por dentro.",1
¿Qué hay?,0
"Si tu mayor inspiración no es Adele. 

#FracasasteComoGordo.",1
"Yo tenia un perro que se llamaba ""Pafuera"". Un día le grité ""¡Adentro Pafuera!"", y se confundió y explotó.",1
¿Sabes en que se parecen Papá Pitufo y el Twitter? En que ambos tienen el pajarito azul.,1
HOLA PERDON X TENER LA CUENTA OLVIDADA DESDE MAÑANA ESTARE + AL PENDIENTE YA QUE TRABAJARE COMO PARTE DE MIS HORAS LABORALES EN UN INTERNET,0
Sabéis que al principio Eunwoo y Rena me intimidaban muchísimo? En plan las veía en wee woo y me asustaba,0
"La risa es la mejor medicina,
en algunos casos ,un espejo curaría todos sus males #frases",0
"""Se te ven buenas chichis en tu foto de Whatsapp""

*enviar a todas*",0
"Así pasan los días: L U U U U U N E S, M A A A A A R T E S, M I É É É É É R C O L E S, J U E E E E E V E S, VIERNESSABADODOMINGO.",1
"Borracho con 7 amigos a cantinero: -¿Verdá que tiene baños de oro? -¡Juan, aquí está el borracho que zurró tu saxofón! #fb",1
"te deberias de cortar un poco de arriba, no se, hasta el cuello por ejemplo guau",0
"Mi amor, me saque la lotería! ¡Haz las maletas! 
– ¡WOOOOWW! ¿empaco para playa o para nieve? 
– Empaca todo, te vas al carajo #xD",1
"—Señorita, ¿tiene ácido acetilsalicílico?
—¿Aspirinas?
—¡Eso! Siempre se me olvida el nombre :(",1
"Ella me pidió espacio y yo le partí el teclado en la cabeza y le dije: ""¡AHÍ ESTÁ TU ESPACIO, CTRL, ESC, Y LAS TECLAS QUE QUIERAS!",1
Me agarro el pecho como esperando un infarto cada vez que veo que alguien no se come las puntas de las medialunas.,0
@cirno cirno128,0
"¿Felicidad?, Felicidad es irse a dormir sabiendo que no tienes que madrugar.",1
RIP por esa ropa que ha desaparecido de tu vida sin saber cómo ni cuando,0
Que me den un premio por ser la mujer más celosa del mundo.,0
"Brasil no perdió por esa mano del jugador de Perú, perdió por no hacer nada en los 90 minutos.",0
"Lleva condones,o no tengas sexo,simple...""@underscoreJC: Tengo miedo de salir preñá si voy a las Fiestas de la Calle San Sebastián.""",0
"Necesito un día de 40 horas, solos así quizá duerma lo debido. 😪",0
"Hay dos tipos de matrimonios, los que terminan bien, y los que duran toda la vida...",1
"#SabiasQue la palabra T_e Q_u_i_e_r_o esta en la misma linea del teclado?
-eres tan curioso q volteaste al teclado para mirar si era cierto",1
Malditos chavistas.,0
"-En mi empresa rechazaban todos mis proyectos, así que tomé un curso de Pensamiento Lateral -¿Y ahora? -¡Ahora los dejan de lado!",1
"Jaimito llega corriendo:
- Mamá, mamá... llegó el lechero, ¿tenés dinero para pagarle o tengo que ir a jugar afue...",1
"Me encantaría vivir sol@, pero mis padres no se quieren ir de la casa. #xD",1
El momento incómodo en el que tu mamá está lavando los platos y vas a poner uno más en cámara lenta....,0
2 palabras 11 letras 100 complicaciones 1 desgracia “Batería baja”.,0
"Me gustan las personas espontáneas, dicen lo que piensan sin importar si está bien o no. Pueden lastimar, pero a veces te curan del todo.",0
Ten un gran día sin importar quien se te ponga enfrente.,0
Ya lista para la conversación de hoy en @BuenosDiasTVN preparen sus consultas con #CarmenGloriaResponde 😘😘😘,0
"Anoche te estuve buscando desesperadamente, quería sentirte sobre mi cuerpo desnudo. Me fui a la cama sin ti. Dónde estabas..maldito pijama?",1
"@rodosiete En fin todos tienen derecho a opinar, pero los detractores no hablan de mejorar, de construir, sino de deshechar.",0
"Madurar es dejar de ponerle ""ajdhdsgfagagsdshfhd"" a todos los archivos para guardarlos.",1
cada uno carga con sus errores,0
Iba a ir a un concierto y no me dio el cuero. Nonita,0
"Cuando acabes una relación, borra todas las fotos de esa persona. No te hará sentir mejor, pero vas a liberar espacio para memes.",1
Mi vieja le esta escribiendo a cristina kirchner por el cumpleaños como si la vieja lo va a leer al mensaje AJJJJAJJAJAJAJJA,0
"—Amor, ¿te gustan esos zapatos? —Sí, ¿me los compras? —No, me duele la cabeza. —Pero... —¿Qué se siente quedarse con las ganas, pendeja?",1
"1 acto Sale monja en llamas, 2do Misma monja en llamas, 3er Misma monja en llamas, Cómo se llamó la obra? SOR-PRENDIDA",1
Tengo muchas ganas de unos masajes ?,0
"En Australia ya es Año Nuevo, pinche México, siempre dejando las cosas a lo último.",1
"Uds pensaran q estoy loca(puede ser,pq estoy con sueno) pero me huele a q Papi Rosello,quiere volver...",0
"El cambio de horario me confunde
¿Ya eres mi novia o no?",0
Llego momento de chistes!! #JajaChistes!,0
Se hacen tatuajes y perforaciones porque «mi cuerpo es mi templo» pero les da asco «esa vieja toda operada». Están súper pendejas.,0
"El botón ""Importar a mis amigos""
Hace que todos se preocupen por mi?",0
simplemente nunca voy a superar la doctora 2 de las pastillas del abuelo,0
Estoy bajo su poder🎶💓💔🔥,0
Denme de baja en fiscal 2 por fa.,0
Cepeda en el directo de Alfred ayy,0
"Uno es ateo, hasta que tapa el baño en casa ajena... #chistes",1
"Que flai que la mayoria de cosas que faveo, ella lo rt.. Coincidencia? Ni? Sabra jesu jajaja",0
"La asociación de alcohólicos anónimos felicita y se enorgullece del FC BARCELONA, por no tocar ni una sola copa en toda la temporada.",1
"Cuando alguien me dice: “yo tengo lo que tu no tienes”, entonces pienso. ¿será lo pendejo?",1
Como les cuesta debatir sin insultar. La necesidad de menospreciar para sentirse con razon es muy triste. Nos falta educación !,0
"Hasta rima, es el destino",0
Mi chofer de uber es mujer y me arropó con una cobija de leopardo 100% real,0
Expresiones que sólo entienden y hacen gracia a tu grupo de amigos.,0
Perdón pero los chistes de Amy Whinehouse son tradición y patrimonio cultural inmaterial de Twitter. Exijo respeto por las costumbres.,0
"Tú y yo, [NO]s[OTROS]",0
Todo lo que como lo vómito.  Porque me pasa esto a mi?,0
"Mis conversaciones con antu se basan en ""Que onda, lorenza, logi, pichi, gila, guacha, wanak""😂",0
"NO querés? NO lo hagas. Pero deja vivir, ELEGÍ dejar vivir a la mujer gestante #AbortoLegalYa seguro, gratuito y en el hospital 💚",0
"@srrobatero Rangel Ramírez José Alejandro, se van a hacer o no se van a hacer esos boletos de DM",0
—¿Por qué lloras? —Por mi novia. —¿Cuál novia? —EXACTO :‘(,1
"DO RE MI FA CIL LES GA NA MOS EL O RO. 

Pinches Brasileños creídos!! 

#SomosOro #HoyGanaMéxico 

#MexicoEsDeOro",0
Un RT por esa persona que se anima a decir ''Yo no lo entiendo'' en mitad de una clase de matemáticas y salva a toda la clase.,0
"Que dicen los vendedores de algodón ??
-Quiere algo-dón?@tognettidaniel #Fibertel #chistes #humor",1
#CuandoEresDeVaro burbujas y más burbujas.,0
"Te conocí como a cualquiera, sin buscar nada, y terminé queriéndote como a nadie, encontrándolo todo.",0
Este boxer no me dejo dormir en paz jajaja,0
"Oh, miren una persona inalcanzable y que ni siquiera nota mi presencia. 

*Se enamora*",1
- Quieres hacer el amor?  - Si.  -En tu casa o en la mía?  - Ah pero contigo?,1
Los Abogados son como las putas; hay que pagarles por adelantado y después hay que estar rogándoles para que se muevan.,1
Ese momento incómodo cuando te das cuenta que estás masticando un lápiz prestado. #Totalmente,1
"LLAMADAS NO AMIG@S TWITTER OS,ES MALA IDEA.",0
"¿Estarás siempre en los buenos y en los malos momentos?
 - No, solo estaré en los buenos.
- Pero...
- No dejaré que tengas uno malo, amor.",0
"He soñao en la siesta q sacaba un 8'2 en geografía, qué triste haberme despertado",0
"—¡Mesero!  —Dígame joven  —¡Hay una princesa en mi mesa!  —Joven, es su novia  —Soy un romántico, lo sé.",1
"Jejeje,eesstee...como estan sus cuerpecitos luego d dias d bebelata,degenere y descontrol??Bien jodios sin querer hacer nada??LO SABIA!!",0
Haz metido la pata y a llorado un ángel,0
"#YoTambiénDije en pleno examen ""Profe y eso cuando lo vimos"".",0
"me compre una base q tiene iluminador y estoy re feliz por q tiene brillitos, soy feliz con re poco",0
No me caes mal pero ojala te de un ataque de estornudos cuando tengas diarrea,1
La distancia no es el fin,0
"Queridos amigos:
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
No tengo ganas de ni mierda hoy.",0
@canalfiesta Mi canción favorita para que sea #N1CanalFiesta8 es #Corazón de @maluma ft @NegodoBorel,0
Soñare cn mi amor :3,0
@gentesexyradio #TardePeroLlega las canas papá!. Un día me desperté y parecía Adolfo Castelo! 😮,0
Necesito buscar fotos viejas con las chicas. Se dan cuenta que hace un año que no estamos juntas? Yoro,0
"–Wey, me asaltaron. –¡No mames! ¿Quién? –Se llama Luis. Me dio su tarjeta. Llámalo, asalta muy bien. Te lo recomiendo.",1
"Si John Cena... 

¿Rey Misterio desayuna?",1
"pero yo no estaba tan borracho!- ¿como q no?- estupido, si lansastes a mi hamster por el balcon y dijistes ¡¡YO TE ELIJO PIKACHUUUUUUUU #RT",1
Me sobra un montón que hayan cambiado las voces a todos los personajes,0
Los Vergaglios.,0
"Hola @OficialEdesur yo de nuevo, otro corte de luz, el de anoche fue de 6 horas, hoy cuanto planean que dure??",0
"Hoy vi cómo se volteaba un camión lleno de palmeras. El chofer salió y gritó “ayúdenme con las palmas”. Todos aplaudimos, fue hermoso.",1
¿Te gusta el ketchup?,0
"El mejor despertador del mundo es el llanto de tu hijo, nunca falla, suena toda la noche aproximadamente cada tres horas.",0
no les pasa que se cruzan con alguien q no bancan y les saca charla y estan onda ya callese hombre horrible,0
"¿Cómo insulta un pollito a otro? ... 

Caldito seas",1
He sido amigo de gente que ahora mismo me da asco.,0
sin vueltasssss,0
"¿Qué le dijo Trinity a Morfeo?
Mirá como teme Neo #muuybueno",1
Es muy lo más ❣️,0
"EL APELLIDO DE ADAN Y EVA, ERA PEREZ... PORQUE DIOS LES DIJO, ""SI COMEN DE ESTA MANZANA, PEREZ SERAN.",1
"""Soy chiquita pero picosa"". 

—Una chaparrita que es bien puta",1
Dejo la almohada pasada a perfume y estoy así🤤🤤🤤,0
El Tema que grabaron Uriel Lozano y Ulises😍,0
#5PalabrasSabias No me robes los Tweets,0
"—Del 1 al 10, ¿Cuánto me quieres?

—Te quiero en 4.",1
"Un sonido que solo con escucharlo, me frenara el corazón",0
Que sufrimiento trabajar tan temprano mi día de franco??,0
Tú tan del fornite y yo tan del fornicio.,1
—¿Que película ves? —Ballenas asesinas. —¿Y sobre que trata? —Pues de un matrimonio entre un unicornio y un velociraptor.,1
Juro que me va a llegar el karma,0
SIENTO QUE AUN ESTOY DE VACACIONES TODAVIA NO ME PUEDO ACOSTUMBRAR A LA ESCUELA,0
"Mi infancia terminó el día en que me dormí en el sofá y desperté en el sofá, lo de la teletransportación ya no funcionó.",0
prefiero que me lo digas de frente y no que me mientas date cuenta,0
"- t llamas google?
- No, xq?
- xq tienes todo lo que busco, nena
- ¿Y tú te llamas yahoorespuestas?
- No, xq?
- xq haces preguntas estúpidas",1
"-Hijo mío, me están saliendo muy caros tus estudios -¡Y eso que ni estudio!",1
"Me quiero en tu sonrisa, unas tres veces al día.",0
Volvió tu acordeonero del alma ❤️,0
"Se que volverás el día en que ella te haga trizas, sin almohadas para llorar",0
Madre mía el acento que nos marcamos aquí xddddddddd,0
"Querido destino, si no es para mí esa persona al menos deja que me la coja.",1
"Decir ""UUUUUUUUUUUHHHHH"" para generar conflicto.",0
"—Oye ¿recuerdas que querías ser como Spiderman?
—Sí
—Pues ayer mataron a tu tío #ChisteCruel",1
"Mi cuerpo me pide fiesta le doy fiesta, me pide bailar, le doy baile, me pide estudio, no le doy no le puedo dar todos los gustos #XD",1
"Dicen q los únicos ladrones y culpables de la pobreza son los políticos, ¿y la gente que está en Sisbén sin necesidad? #NoMásTrampasAlSisbén",0
"A veces me gustas mucho, pero otras veces me gustas un chingo.",0
"CONSEJO:

En día de descanso, aferrate a la cama como si tu vida dependiera de ello.",0
"- Bailas hermosa? - SI! - Excelente, me quedo con silla.",1
#CopaOroxCanal13 viva nicaragua guau clase alucin,0
"RT IDG_tv: Martínez: ""A la horade implementar #AzureStack los cargos por licencia son de 'pago por uso'"". #CloudHíbrido #IDGtv",0
Que linda es la gente sencilla y sincera,0
Eres demasiado conforme para ser infeliz.,0
@asmoday_demon que elegancia!!,0
"RT @pezo94: mamá, mamá, en la escuela me avientan queso y jalapeños!    --  Ya Nachito, Ya Nachito!!",1
Pintaron los choris,0
Sin ti yo no me vuelvo a enamorar.,0
"Atencion : volco el camion que llevaba mermeladas , hay demoras
#chistes",1
La La Land &gt; Miss Colombia,0
voy a suspender historiaaa,0
Do you brew raisin tea? Porque deveras  Te Pasas cabron.,0
"Y entonces Satanás dijo ""Hay que combinar las matemáticas y el abecedario.""",1
Parece q junto con Pagani somos los unicos 2 q creemos q la jugada de Pratto no es penal.,0
"¿Qué le dijo la esposa a Bill Gates en su noche de bodas?
Ahora sé por qué llamaste tu compañía Microsoft.",1
"Cosas que cumpliré este 2017:

–
–
–
–
–
– Años",1
"—Sus últimos días de vida fueron un infierno.
—¿Lo torturaron hasta la muerte?
—No, su mujer no se separó de él.",1
Que prefierien para una persona cercana a ustedes?,0
"Valla 🚧

Vaya 🚶🏾

Baya 🍇

BAIA BAIA",1
*Se levanta temprano* *ni así encuentra el amor* *se duerme*,1
"¿Quieres perder un título este 2013 y no sabes como? Llámame, estoy en racha. No pierdas esta oportunidad.",0
En vez de prender uno prendo dos,0
Qué ganas de viciar hasta las 4-5,0
"Hijo quiero conocer a tu novia! - Yo también
mamá, yo también.  #xD",1
"Un parlante le pregunto a otro : tienes facebook?
no yo tengo twiter  #CHISTES",1
"Soy de esos que enciende la luz, antes de entrar a la sala solo para avisar a los fantasmas que ya vine y que no quiero sorpresas.",1
"¿La Valentina ""Picante"" sí es legal?",0
"Si así soy feliz, imagínense si tuviera dinero.",0
"-¿Sabes querida? Cuando hablas me recuerdas al mar.
- Qué bonito! No sabía que te impresionara tanto...
- No me impresionas.¡me mareas!. #RT",1
"Rescato la tarde con mi tía y mis primas, nada más",0
"Si le das tiempo al tiempo, te darás cuenta de que él se encargará de poner cada cosa en su lugar.",0
¡FELIZ NAVIDAD A TODOS! 🎄🎅🏻,0
Esos niños de primaria bopeando con mic drop me representan,0
En los autobuses siempre hay caballeros; lo que faltan son asientos... #fb,1
"Soy de esa generación😁 que cuando estaba en 6º nisiquiera se sabía tomar una foto. 😅😋
- L'est 💫",0
cuando me dicen escribi mi nombre como se pronuncia se que la voy a cagar toda guau,0
locos quien quiere ir a ver star wars hoy? les regalo un pase doble guau,0
Muridatte!,0
Como me escrache en los videos con Guada pero es que daban risa jajja,0
"Si una mujer te dice: ""Dime la verdad"" huye sin mirar atrás, porque ya sabe la sabe.",0
estoy muy nerviosa q alguien me mate,0
"— Me mordió un reggaetonero. — ¡Te llevaré a un hospital! — Ya es muy T4rd3, m3 conbi3rto — ¡RESISTE! — Y4 7u zAvEes — ¡Lo hemos perdido!",1
Le puse 4 estrellas no porque casi volcamos 3 veces sino porque iba escuchando la Aspen. Chabon que deprimente la gente que escucha eso,0
"A los amigos se los bardea de frente y se los defiende a muerte por atras, aprendanlo una vez por todas manga de caretas",0
"La señora del aseo me encontró bonita hoy, ma linda! 🤗",0
-Acabo de matar 2 moscas machos y 4 moscas hembras -ah cabron y como sabes? -2 estaban en el vaso de cerveza y 4 en el espejo #humortico,1
Bien ahi que paso gratis en la cancha,0
ESTAMOS DE VUELTA DESPUES DE SOBREVIVIR AL FIN DEL MUNDO #XD,0
"Estoy feliz con mi mujer, que me cocina, me abraza, y me da su cálido amor guau",0
"#NoConfioCuando me dicen ""tomémonos un tiempo"" 🤔 #LaMásVieja",0
"Lo malo de morir de amor, es que no te mueres.",0
"#ReglasDeLaVida no importa en que cola del supermercado te pongas, la otra siempre va a avanzar más rápido"".",1
"#TIPICO mamaaa!!!...mamaaaaaa!!! tengo hambreee!!!
-preparate algo..
-olvidalo u_u #RT",1
Ajabdkqbdksi ese sucio Dann sí es la mera fiesta la vdd 😂,0
"Yo también de pequeño me quedaba mirando las gotas de lluvia en el cristal del coche, para ver como hacían carreritas.",0
"Si vas a desayunar frutita con su yogursito en lugar de barbacoa porque estás bien crudo, por qué mejor no vas y te besas con otro hombre.",1
"Todos hablan de libertad, pero cuando ven a alguien libre se espantan",0
"Tu familia dice : El alcohol es tu enemigo!
Jesús dice : Ama a tu enemigo

Caso cerrado",1
Saque turno para el tatuaje y después me acordé que no puedo tener tatuajes para entrar a una fuerza lpm,0
no existe un tema de sam smith que no valga la pena escuchar,0
"A mí no me gustan como tú, me gustas tú. Y si no eres tú, mejor no quiero nada.",0
Del ser humano me molesta nuestra vulnerabilidad y él poco control que tenemos sobre nuestros propios sentimientos.,0
#Soyexatlon cuando solo faltan 5 min para irme a la escuela.,0
"@- pow Rhacquel muda de sala, estou com saudades.",0
Esta semana llegan stance a la tienda!??lo más solicitado,0
"Y aca entre nos,yo no creo q esos jovenes hicieran nada,el Gob.americano se inventa cada embuste...",0
"-No veo nada.
-Póngase en los ojos aloe.
-¿ aloe?
-Con aloe verá",1
Yo tambien soy como Jose.,0
"me desperté y estaba lloviendo, me pareció una perfecta organización",0
"—¿Aquí es el club para personas con Alzheimer?

—Sí. 

—Quiero una de peperoni.

—Hola. 

—¿Quién eres? 

—Sí.",1
"Bueno,arranquen a dormir q mañana hay q madrugar,y se lavan los dientes antes d mimir! No sean puerquitos! Los quiero mis niñ@s!!!",0
"—¿Oye te hiciste algo? Te veo diferente.
—No me he drogado.
—Ah si, seguro es eso.",1
¿Quién es el Pedro León del Chelsea para empezar a marginarlo ya del equipo?,0
"""Chíngate unos taquitos, una coca de vidrio y déjate de pendejadas""

—Yo, si fuera psicólogo.",1
"—Defínete en una palabra.
—Negativo.
—Eres muy pesimista.
—No!",1
"Ser diferentes es bueno, pero no demasiado diferentes.",0
"-En un coral, un camaroncito lloraba, un cangrejo le pregunta: ¿Por qué lloras? El responde: Mi mamá no regresa de un coctel!",1
Le iba a contestar algo a uno pero vi en la foto de perfil que está grande así que MUTIS POR EL FORO.,0
"""El arte de sobrevivir al recalentado""

-Arthur Schopenhauer  

#PeliculasConRecalentado",0
"Querida madre. Mi móvil no tiene la culpa de que me duela la cabeza, que me enferme, que saque malas notas. A el no lo metas en ese entierro",0
¡Feliz cumpleaños @1madrestresada!,0
"-Te mandé un wasap hace una hora
-No te pasa que no te entra y después te entra todo junto?
- Pff Sí, obvio
- Los wasap Laura
- Ah! No nunca",1
"Vieja, cuando te mueras pondré en tu lapida…
—“Aquí mi mujer, fría y seca como siempre”
—¿Sí? Entonces la tuya dirá…“Mi esposo, al fin duro”",1
"¿Adivinen quién ya tiene el iPhone X? 🙊🙈

—Yo, en el 2050. #AppleEvent",1
Necesito viajar mucho ya,0
Quisiera poder olvidar personas tan rápido como las respuestas de mis examenes :(,0
Que llueva toda la noche 🙏🏻,0
"El vodka es como el agua, pero con superpoderes.",1
"Cuando un hombre te roba la esposa, no hay mejor castigo que dejar que se la quede. #fb",1
"No saber tu número de teléfono, y tenerlo en tu lista de contactos como ""YO"".",0
"• Papel mata piedra. 
• Piedra mata tijera. 
• Hakuna mata ta.

Gracias, sus likes son aplausos.",1
"—¿Recuerdas el día cuando enfrente del altar dijimos ""sí, acepto""?
—Sí amor, fue ayer.
—¿De verdad? que largo se está haciendo.",1
De todas las formas de suicidio me quedo con la del matrimonio..,1
"—Perdona si te estoy llamando en este momento, pero me hacia falta escuchar de nuevo…

—Ya va la pizza en camino joven, deje de molestar.",1
"—Mamá, ¿Cómo nacen los bebés?
—Pues mira hijo, llega un ave hermosa llamada cigüeña y los trae en el pico...
—¿Y quién se coge a la cigüeña?",1
"Capas soy yo...
Ahi veces que es mejor dar un paso al costado desaparecer de todo... 
Y dejar que las personas sean felices con o sin vos",0
"Para poder dormir no hay que contar ovejas, solo contar shots de tequila.",1
"-Lo juro por las cenizas de mi madre -Pero si tu madre no esta muerta -No, pero se fuma 4 cajas de cigarrillos diarios",1
¿Que por qué no tengo tatuajes? ¿Acaso le pondrías una calcomanía a un Lamborghini?,1
¿Por qué los pitufos se la pasan riéndose? Porque el césped les hace cosquillas en el culo... #fb,1
